vid,vtitle,desc,pid,ptitle
yBEsevCHczw,Constructor and its types,"Ms. Anjali R Deshpande 
Assistant Professor
Information Technology Department
Walchand Institute of Technology,Solapur.",PLM-jfaoaU5iwXUG4gqCl4icoaYIe8erDa,Object Oriented Programming through C++
MNxNlMQ5QJ4,Inline Functions and Static Members,"Ms. Anjali R Deshpande 
Assistant Professor
Information Technology Department
Walchand Institute of Technology,Solapur.",PLM-jfaoaU5iwXUG4gqCl4icoaYIe8erDa,Object Oriented Programming through C++
gPV3EE2Ic7Q,Basics of Engineering Graphics,"Mr. S. P. Mankani, 
Assistant Professor,
Department- Mechanical Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixN5WZtJTdzHJbJeApKOTjm,Engineering Graphics and Design
yAQRhgJ77Fo,Projection of Lines I,"Mr. S.P.Mankani,
Assistant Professor,
Department- Mechanical Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixN5WZtJTdzHJbJeApKOTjm,Engineering Graphics and Design
Xd2ujE6CQzQ,Projection of Lines-II,"Mr. S.P.Mankani,
Assistant Professor,
Department- Mechanical Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixN5WZtJTdzHJbJeApKOTjm,Engineering Graphics and Design
f0Ou5atW5FY,Projection of Lines-III,"Mr. S.P.Mankani
Assistant Professor,
Department- Mechanical Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixN5WZtJTdzHJbJeApKOTjm,Engineering Graphics and Design
_7L0JluEE4I,Introduction to Orthographic Projection,"Mr. S.M.Math,
Assistant Professor,
Department- Mechanical Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixN5WZtJTdzHJbJeApKOTjm,Engineering Graphics and Design
_OKJ32_y0Q8,1   Internal Representation of Files Inodes,"Mrs. Komal R. Pardeshi, 
Assistant Professor, 
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixdbVuVbi4KVpm9Q4X9WkU3,UNIX Operating System
JKi0n7aG6S0,2  Accessing and Releasing an inode using iget and iput algorithm,"Mrs. Komal R. Pardeshi, 
Assistant Professor, 
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixdbVuVbi4KVpm9Q4X9WkU3,UNIX Operating System
xkbdfC3iltw,3  Structure of Regular file and Conversion of pathname to inode,"Mrs. Komal R. Pardeshi, 
Assistant Professor, 
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixdbVuVbi4KVpm9Q4X9WkU3,UNIX Operating System
VgF0YkplSvM,4  Superblock and Inode assignment to a new file,"Mrs. Komal R. Pardeshi, 
Assistant Professor, 
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixdbVuVbi4KVpm9Q4X9WkU3,UNIX Operating System
ui-XuoKUviA,KRP 5  Allocation of Disk Block,"Mrs. Komal R. Pardeshi, 
Assistant Professor, 
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixdbVuVbi4KVpm9Q4X9WkU3,UNIX Operating System
lsWU5RjjUkg,1  Syntax Analyzer - The role of Lexical Analyzer,"Mrs. Sunita M Dol,
Assistant Professor,
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixVXqHSDFjLpOEJGCa0T47p,Compiler Construction
WmEQ7M9qZpI,2  Syntax Analyzer  Writing a grammar,"Mrs. Sunita M. Dol,
Assistant Professor,
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixVXqHSDFjLpOEJGCa0T47p,Compiler Construction
mh62aYI-DtE,3  Syntax Analyzer  Writing a grammar,"Mrs. Sunita M. Dol,
Assistant Professor,
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixVXqHSDFjLpOEJGCa0T47p,Compiler Construction
cgDxkLSUO5E,4  Syntax Analyzer - Top down parsing,"Mrs. Sunita M. Dol,
Assistant Professor,
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixVXqHSDFjLpOEJGCa0T47p,Compiler Construction
99Q4n9BL4ns,5.  Syntax Analyzer - Top down parsing,"Mrs. Sunita M. Dol,
Assistant Professor,
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixVXqHSDFjLpOEJGCa0T47p,Compiler Construction
nyPhWERbVYE,High Strength Concrete,"Mr. Chetan G Konapure
Assistant Professor,
Department of Civil Engineering, 
Walchand Institute of Technology, 
Solapur",PLM-jfaoaU5izL8AS1VhJ94Ml9LrEBSLdB,Advance Concrete Technology
4vYcmwP78aA,High Performance Concrete,"Mr. Chetan G Konapure
Assistant Professor
Department of Civil Engineering
Walchand Institute of Technology
Solapur",PLM-jfaoaU5izL8AS1VhJ94Ml9LrEBSLdB,Advance Concrete Technology
o2hrb0_5XYM,Fiber reinforced Concrete,"Mr. C.G. Konapure
Assistant Professor, 
Deptt. Of Civil Engg.
WIT, Solapur",PLM-jfaoaU5izL8AS1VhJ94Ml9LrEBSLdB,Advance Concrete Technology
gfVAGh9NLhM,High Volume Fly ash concrete,"Mr. C.G. Konapure
Assistant Professor, 
Deptt. Of Civil Engg.
WIT, Solapur",PLM-jfaoaU5izL8AS1VhJ94Ml9LrEBSLdB,Advance Concrete Technology
nT18F2ZjLLI,Self compacting concrete,"Mr. C.G. Konapure
Assistant Professor, 
Deptt. Of Civil Engg.
WIT, Solapur",PLM-jfaoaU5izL8AS1VhJ94Ml9LrEBSLdB,Advance Concrete Technology
cmDVMSJV7aU,Reducible to Exact form part I,"Mr. Birajdar Balasaheb M
Assistant Professor
Department of Humanities & Sciences
Walchand Institute of Technology Solapur",PLM-jfaoaU5ixfcUcahxFeH7qVKY4oc3Ec,Engineering Mathematics-II
0X3GEVP_DJg,Reducible to Exact form part II,"Mr. Birajdar Balasaheb M,
 Assistant Professor, Department of Humanities & Sciences, Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixfcUcahxFeH7qVKY4oc3Ec,Engineering Mathematics-II
dCGFmXY7Uxk,Reduce to exact form Part III,"Mr. Birajdar Balasaheb M, 
Assistant Professor, 
Department of Humanities & Sciences,
 Walchand Institute of Technology,
 Solapur",PLM-jfaoaU5ixfcUcahxFeH7qVKY4oc3Ec,Engineering Mathematics-II
bNClvGjH7r0,Reducible to linear form part I,"Mr. Birajdar Balasaheb M, 
Assistant Professor, 
Department of Humanities & Sciences, 
Walchand Institute of Technology,
 Solapur",PLM-jfaoaU5ixfcUcahxFeH7qVKY4oc3Ec,Engineering Mathematics-II
wdKuHO5EIMQ,Reducible to linear form (Bernoulli's),"Mr. Birajdar Balasaheb M, 
Assistant Professor, 
Department of Humanities & Sciences, 
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5ixfcUcahxFeH7qVKY4oc3Ec,Engineering Mathematics-II
FScKArbWeOM,8086 CPU Architecture,"Dr. Shrishail Sharad Gajbhar 
Assistant Professor 
Department of Electronics Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izTZC2xTtN4WrkWPTV_fgPg,Microprocessors
Hf033CZ5lSM,8086:Memory Organization,"Dr. Shrishail Sharad Gajbhar 
Assistant Professor 
Department of Electronics Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izTZC2xTtN4WrkWPTV_fgPg,Microprocessors
LoS8f-pCvBY,8086:Internal Operation,"Dr. Shrishail Sharad Gajbhar 
Assistant Professor 
Department of Electronics Engineering
Walchand Institute of Technology,Solapur",PLM-jfaoaU5izTZC2xTtN4WrkWPTV_fgPg,Microprocessors
ZIt5QY8mDOo,8086 : Machine language Instructions -I,"Dr. Shrishail Sharad Gajbhar 
Assistant Professor 
Department of Electronics Engineering
Walchand Institute of Technology,Solapur",PLM-jfaoaU5izTZC2xTtN4WrkWPTV_fgPg,Microprocessors
wNht0NwWbuA,8086 : Machine language Instructions : Addressing modes -II,"Dr. Shrishail Sharad Gajbhar 
Assistant Professor 
Department of Electronics Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izTZC2xTtN4WrkWPTV_fgPg,Microprocessors
kddbZMp7FuQ,Origin and Destination Studies,"Mr. Ashok Kumar
Assistant Professor,
 Department of Civil Engineering, 
Walchand Institute of Technology,
 Solapur",PLM-jfaoaU5iwzBxK0NOX4vDky614X4EH9,Traffic Engineering & Control
tFZJCsmD8es,Spot Speed Studies,"Mr. Ashok Kumar
Assistant Professor,
Department of Civil Engineering, 
Walchand Institute of Technology,
 Solapur",PLM-jfaoaU5iwzBxK0NOX4vDky614X4EH9,Traffic Engineering & Control
pv9HS7OOtHc,Presentation of Spot Speed Study Data,"Mr. Ashok Kumar
Assistant Professor, 
Department of Civil Engineering, 
Walchand Institute of Technology, 
Solapur",PLM-jfaoaU5iwzBxK0NOX4vDky614X4EH9,Traffic Engineering & Control
dY3JXgd9Uvs,Speed and Delay Studies,"Mr.Ashok Kumar
Assistant Professor,
Department of Civil Engineering, 
Walchand Institute of Technology,
Solapur",PLM-jfaoaU5iwzBxK0NOX4vDky614X4EH9,Traffic Engineering & Control
n46VWyhktu8,Speed and Delay Studies-Numerical Example,"Mr. Ashok Kumar
Assistant Professor, 
Department of Civil Engineering, 
Walchand Institute of Technology,
 Solapur",PLM-jfaoaU5iwzBxK0NOX4vDky614X4EH9,Traffic Engineering & Control
KX5o0Q2QMMI,Indeterminacy of Structures,"Dr. Mahesh G Kalyanshetti
Associate Professor,
Department of Civil Engineering, 
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iykgiqh6id5IhvOWOWqSWhg,Structural Mechanics - III
MLQyZl8EfYM,Static Indeterminacy of Structures-Beams,"Dr. Mahesh G Kalyanshetti
Associate Professor,
Department of Civil Engineering, 
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iykgiqh6id5IhvOWOWqSWhg,Structural Mechanics - III
VgReKnAI-RQ,Kinematic Indeterminacy of Structures-Beams,"Dr. Mahesh G Kalyanshetti
Associate Professor,
Department of Civil Engineering, 
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iykgiqh6id5IhvOWOWqSWhg,Structural Mechanics - III
uLODnaRoFYo,Kinematic Indeterminacy of Structures-Trusses and Portal Frames,"Dr. Mahesh G Kalyanshetti
Associate Professor,
Department of Civil Engineering, 
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iykgiqh6id5IhvOWOWqSWhg,Structural Mechanics - III
jZ0zz_cQp-Q,Static indeterminacy of frames and trusses,"Dr. M.G.Kalyanshetti
Associate Professor
Department of Civil Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iykgiqh6id5IhvOWOWqSWhg,Structural Mechanics - III
fLEeQT9ArPc,Decision Making Under Certainty Transportation Problem by North West Corner Method,"Mr.Satish B Thalange
Assistant Professor, 
Department of Civil Engineering, 
Walchand Institute of Technology, 
Solapur",PLM-jfaoaU5ix7PBLg294SLwmUiIZymRES,Engineering Management-I
AeCVGMPG6To,Decision Making Under Certainty Transportation Problem by Least Cost Method,"Mr. Satish B Thalange
Assistant Professor, 
Department of Civil Engineering, 
Walchand Institute of Technology, 
Solapur",PLM-jfaoaU5ix7PBLg294SLwmUiIZymRES,Engineering Management-I
UXLIdGISIqk,Transportation Problem solution by Vogel's Approximization Method,"Mr. Thalange Satish B
Assistant Professor,
Civil Engineering Department,
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ix7PBLg294SLwmUiIZymRES,Engineering Management-I
LIrMwmNCDxI,Decision Making Under Certainty:- Assignment Problem,"Mr. Thalange Satish B,
Assistant Professor,
Civil Engineering Department,
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ix7PBLg294SLwmUiIZymRES,Engineering Management-I
ae-NO-02lhM,Linear Programming Problem: Maximization of Objective Function using Graphical Method,"Prof. Thalange Satish Basavaraj
Assistant Professor
Civil Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ix7PBLg294SLwmUiIZymRES,Engineering Management-I
_KuEtlCkLh8,Setting out Simple Circular Curve by Chord Produced Method,"Mr. Shashikant B Gosavi
Assistant Professor, 
Department of Civil Engineering, 
Walchand Institute of Technology, 
Solapur",PLM-jfaoaU5izkinqNPvesRWc-ADV7H0zj,Surveying-II
1N4sZ41S9ws,Elements of Simple Circular Curves,"Mr. S.B.Gosavi
Assistant Professor
Department of Civil Engineering
Walchand Institute of Technology
Solapur",PLM-jfaoaU5izkinqNPvesRWc-ADV7H0zj,Surveying-II
iciXFG7t4gk,Setting of Simple Circular Curves by Rankines Method of Deflection Angles,"Mr.Shashikant Buvasaheb Gosavi
Assistant Professor
Civil Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izkinqNPvesRWc-ADV7H0zj,Surveying-II
yxtRDvdTF_w,Setting Out Compound Curve,"Mr.Shashikant Buvasaheb Gosavi
Assistant Professor
Civil Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izkinqNPvesRWc-ADV7H0zj,Surveying-II
Y_oou4sh3RQ,Setting Out of Vertical Curves,"Mr.Shashikant Buvasaheb Gosavi
Assistant Professor
Civil Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izkinqNPvesRWc-ADV7H0zj,Surveying-II
SlP8tmY4FcU,Basics of simple mechanism-II,"Mr. A.N.Surde
Assistant professor 
Department of Mechanical Engineering 
Walchand institute of technology, Solapur",PLM-jfaoaU5ixFU0vG-I-9SW-Hkn6RS3N4,Theory of Machines I
dnzDk-mZlKc,Basics of simple mechanism-IV,"Mr. A.N.Surde
Assistant professor 
Department of Mechanical Engineering 
Walchand institute of technology, Solapur",PLM-jfaoaU5ixFU0vG-I-9SW-Hkn6RS3N4,Theory of Machines I
PyZFYc7Aasw,Kleins construction diagram,"Mr. A. N. Surde
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixFU0vG-I-9SW-Hkn6RS3N4,Theory of Machines I
bp_SygL09fg,Basics of Simple Mechanisms-I,"Mr. A.N. Surde 
Assistant Professor
Department of Mechanical Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixFU0vG-I-9SW-Hkn6RS3N4,Theory of Machines I
t5ccMbBeSqk,Velocity in Mechanism Relative velocity Method,"Mr. Sachin Subhash Rathod
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5ixFU0vG-I-9SW-Hkn6RS3N4,Theory of Machines I
fXdvpmTpADo,Errors in chain,"Prof. S B Javheri
Assistant Professor
Civil Engineering  Department
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iyy18fs4C4JdCkkBNu8j8ss,Basic Civil Engineering
s3nG3MExfTo,Progressive Error in Chain,"Prof. S B Javheri
Assistant Professor
Civil Engineering  Department
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iyy18fs4C4JdCkkBNu8j8ss,Basic Civil Engineering
7ZeZotWeSXo,Bearing of Survey Line and its Classification,"Prof. S.S.Dyawarkonda
Assistant Professor,
Civil Engg. Department,
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iyy18fs4C4JdCkkBNu8j8ss,Basic Civil Engineering
Gw5qjbte63o,Introduction and Use of Compass,"Prof. S.S.Dyawarkonda
Assistant Professor,
Civil Engg. Department,
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iyy18fs4C4JdCkkBNu8j8ss,Basic Civil Engineering
sXI698xdnO0,Correction of Bearing Without Angular Error,"Prof. S.S.Dyawarkonda
Assistant Professor,
Civil Engg. Department,
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iyy18fs4C4JdCkkBNu8j8ss,Basic Civil Engineering
Ja9jtceQbKk,Fluid Kinematics-II,"Mr. S V Katkur
Asst professor 
Department of Mechanical Engineering 
Walchand institute of technology, Solapur",PLM-jfaoaU5iyWhbwLPmJ9MXgQLH3fIRLp,Fluid Mechanics
_V3CetecgN4,Fluid KinematicsIII,"Mr. S V Katkur
Asst professor 
Department of Mechanical Engineering 
Walchand institute of technology, Solapur",PLM-jfaoaU5iyWhbwLPmJ9MXgQLH3fIRLp,Fluid Mechanics
0rkQ5ynnbgk,Fluid Kinematics V,"Mr. S V Katkur
Assistant professor 
Department of Mechanical Engineering 
Walchand institute of technology, Solapur",PLM-jfaoaU5iyWhbwLPmJ9MXgQLH3fIRLp,Fluid Mechanics
zngkcDSeS1I,Fluid Kinematics-IV,"Mr.S.V.Katkur
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iyWhbwLPmJ9MXgQLH3fIRLp,Fluid Mechanics
ycA82ScZ4dA,Fluid Kinematics-I,"Mr.S. V. Katkur
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iyWhbwLPmJ9MXgQLH3fIRLp,Fluid Mechanics
3ICiPvwPNbc,Measurement of Horizontal Angle by Repetition Method,"By,
Ms.Supriya Pasnur P
Assistant Professor,
Walchand Institute of Technology,
Solapur",PLM-jfaoaU5iwVobRKEt5in6ofI-48wXDG,Surveying-I
NYr_Ic6o_xw,Methods of contouring,"Mr.Shashikant B.Gosavi
Assistant Professor
Civil Engineering Department
Walchand Institute of Technology Solapur",PLM-jfaoaU5iwVobRKEt5in6ofI-48wXDG,Surveying-I
6udw1N42r_Y,Uses of Contour Map,"Mr.Shashikant B.Gosavi
Assistant Professor
Civil Engineering Department
Walchand Institute of Technology Solapur",PLM-jfaoaU5iwVobRKEt5in6ofI-48wXDG,Surveying-I
LgAOYcZMM7w,Gales Traverse Table,"Mr.Shashikant B.Gosavi
Assistant Professor
Civil Engineering Department
Walchand Institute of Technology Solapur",PLM-jfaoaU5iwVobRKEt5in6ofI-48wXDG,Surveying-I
3H15CHKjjKE,Inverse Laplace Transform by First shifting theorem,"Dr. B M Biradar
Assistant Professor
Department of Humanities and Basic Sciences
Walchand Institute of Technology, solapur",PLM-jfaoaU5iwprzg5oYBIUpztKwtCjp6R,Applied Mathematics - I
J83vlw5--ko,Inverse Laplace Transform by Method of partial fractions,"Dr. B M Biradar
Assistant Professor
Department of Humanities and Basic Sciences
Walchand Institute of Technology, solapur",PLM-jfaoaU5iwprzg5oYBIUpztKwtCjp6R,Applied Mathematics - I
cV0YAqccGik,Fourier Series Part III,"Mr.M S Basargaon
Assistant Professor 
Department of Humanities and Sciences 
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iz9EWTaxBZXdDEGlD65mFlq,Engineering Mathematics - III
-DMHzoRHRzQ,Fourier Series Part - IV,"Mr.M S Basargaon
Assistant Professor 
Department of Humanities and Sciences 
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iz9EWTaxBZXdDEGlD65mFlq,Engineering Mathematics - III
OJzdDvRef0g,Fourier Series Part-VI,"Mr.M S Basargaon
Assistant Professor 
Department of Humanities and Sciences 
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iz9EWTaxBZXdDEGlD65mFlq,Engineering Mathematics - III
jVWjxoVGD7c,Fourier Series Part-VII,"Mr.M S Basargaon
Assistant Professor 
Department of Humanities and Sciences 
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iz9EWTaxBZXdDEGlD65mFlq,Engineering Mathematics - III
6TE8SaJTvTg,Fourier Series Part-V,"Mr.M S Basargaon
Assistant Professor 
Department of Humanities and Sciences 
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iz9EWTaxBZXdDEGlD65mFlq,Engineering Mathematics - III
S1FykHl5brc,Characteristic properties of LASER,"Dr. Mrs. P S Joshi
Assistant Professor 
Department of Humanities and Basic  Sciences 
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iz5hfLQrddV8Eb3maIWGCNQ,Engineering Physics
rb4p26a3le8,Helium Neon LASER,"Dr. Mrs. P S Joshi
Assistant Professor 
Department of Humanities and Basic  Sciences 
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iz5hfLQrddV8Eb3maIWGCNQ,Engineering Physics
E7wkzKz50Vs,Classification of  Optical fibers and advantages,"Dr.Miss T S Ghadge 
Assistant Professor
Department of Humanities and Basic Sciences
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iz5hfLQrddV8Eb3maIWGCNQ,Engineering Physics
L2tHcsnu7Wg,optical fibers Communication system and applications,"Dr.Miss T S Ghadge 
Assistant Professor
Department of Humanities and Basic Sciences
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iz5hfLQrddV8Eb3maIWGCNQ,Engineering Physics
V2261IkPABI,Optical fibers  - Introduction,"Dr.Miss T S Ghadge 
Assistant Professor
Department of Humanities and Basic Sciences
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iz5hfLQrddV8Eb3maIWGCNQ,Engineering Physics
6aAUHSEia5w,Auxilliary Projection,"Mr.N.S.Katikar
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology,Solapur",PLM-jfaoaU5izIhAaOUp_RNuazWhn7NjW0,Machine Drawing
1NyiDLkkIoM,Isometric Projection,"Mr.N.S.Katikar
Assistant Professor
Mechanical Engineering Department 
Walchand Institute of Technology,Solapur",PLM-jfaoaU5izIhAaOUp_RNuazWhn7NjW0,Machine Drawing
74Y4fKZdPdQ,Auxiliary Views,"Mr.R.B.Patil
Assistant Professor
Mech.Engg.Dept.
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5izIhAaOUp_RNuazWhn7NjW0,Machine Drawing
fWsm839_ySU,Isometric views,"Mr.R.B.Patil
Assistant Professor
Mech.Engg.Dept.
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5izIhAaOUp_RNuazWhn7NjW0,Machine Drawing
foArW0sK4cI,Isometric Projection,"Mr. R. B. Patil,
Assistant Professor,
Mechanical Engineering Department,
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izIhAaOUp_RNuazWhn7NjW0,Machine Drawing
slgdgwC-WRc,Basics of Inventory Control,"Mr. Keshav G. Valase
Associate Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izd1gkhVni2-cKkxRC1ZCLJ,Operations Research
-G2AzNoRMX8,EOQ - Simple Model - Part I,"Mr. Keshav G. Valase
Associate Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izd1gkhVni2-cKkxRC1ZCLJ,Operations Research
Qm53OaS8L7s,EOQ - Simple Model - Part II,"Mr. Keshav G. Valase
Associate Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izd1gkhVni2-cKkxRC1ZCLJ,Operations Research
L81xqwYgwAo,2. Inventory Control - Basics of Model -II,"Dr.K.G.Valase
Associate Professor
Mechanical Engineering Department
Walchand Institute of Technology Solapur.",PLM-jfaoaU5izd1gkhVni2-cKkxRC1ZCLJ,Operations Research
ceJ5-jwcCcM,3. Production Consumption Inventory Model Part I,"Dr.K.G.Valase
Associate Professor
Mechanical Engineering Department
Walchand Institute of Technology Solapur.",PLM-jfaoaU5izd1gkhVni2-cKkxRC1ZCLJ,Operations Research
3Oo-4QBqI8Q,Project Report Part II,"Dr. P. R. Kulkarni
Professor & Head
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iw8FTr8-OfpWcsyObEiKW9w,Entrepreneurship Developement
XyDZQB4r7AA,Project Report Part III,"Dr. P. R. Kulkarni
Professor & Head
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iw8FTr8-OfpWcsyObEiKW9w,Entrepreneurship Developement
UrHtylDA958,Project Report Part I,"Dr. P. R. Kulkarni
Professor & Head
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iw8FTr8-OfpWcsyObEiKW9w,Entrepreneurship Developement
5kZTNs6Yw5Y,Writing a Business Plan,"Dr.S.R.Dulange
Associate Professor,
Mechanical Engineering Department,
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iw8FTr8-OfpWcsyObEiKW9w,Entrepreneurship Developement
3F7fXdwNenQ,Writing a Business Plan - I,"Dr.S.R.Dulange
Associate Professor,
Mechanical Engineering Department,
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iw8FTr8-OfpWcsyObEiKW9w,Entrepreneurship Developement
0vXYkhgPnMs,Rolle's Theorem,"Mr. A S Falmari
Assistant Professor 
Department of Humanities and Basic Sciences 
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwcLA3lrWhIPXCvyZ3JPDbV,Engineering Mathematics - I
IdwR6tnbeJE,Lagranges Mean Value Theorem,"Mr. A S Falmari
Assistant Professor 
Department of Humanities and Basic Sciences 
Walchand Institute of Technology, Solapur
Category
Education",PLM-jfaoaU5iwcLA3lrWhIPXCvyZ3JPDbV,Engineering Mathematics - I
xAiVrFqKfl8,Vector Differentiation - Directional Derivative,"Mrs. M A Kangale
Assistant Professor
Department of Humanities and Basic Sciences
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iwcLA3lrWhIPXCvyZ3JPDbV,Engineering Mathematics - I
9s9rvTJPKWU,Maxima and Minima of functions of two variables,"Mr. M S Basargaon
Assistant Professor
Department of Humanities and Basic Sciences
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwcLA3lrWhIPXCvyZ3JPDbV,Engineering Mathematics - I
VXurmnRh_gk,Euler's Theorem for Homogeneous functions,"Mr. M S Basargaon
Assistant Professor
Department of Humanities and Basic Sciences
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwcLA3lrWhIPXCvyZ3JPDbV,Engineering Mathematics - I
wSCTvpj2KsQ,Definition and properties of Lubricant,"Dr N S Gramopadhye
Assistant Professor
Department of Humanities and Basic Sciences
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5ixWTj7vaqQF3Ov3FP8yHks5,Engineering Chemistry
xRl9p-nEsyw,Acid and Sap value of Lubricant,"Dr N S Gramopadhye
Assistant Professor
Department of Humanities and Basic Sciences
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5ixWTj7vaqQF3Ov3FP8yHks5,Engineering Chemistry
R3klCrsajbA,Polymer - Terms and types of polymerization,"Dr S K Sarsamkar
Assistant Professor
Department of Humanities and Basic Sciences
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5ixWTj7vaqQF3Ov3FP8yHks5,Engineering Chemistry
I0N4mYFCy14,Polymer - Plastic,"Dr. S K Sarsamkar
Assistant Professor
Department of Humanities and Basic Sciences
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5ixWTj7vaqQF3Ov3FP8yHks5,Engineering Chemistry
4O3nC9l_lF0,"Fuel - Definition, classification and properties","Dr N S Gramopadhye
Assistant Professor
Department of Humanities and Basic Sciences
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5ixWTj7vaqQF3Ov3FP8yHks5,Engineering Chemistry
0vXYkhgPnMs,Rolle's Theorem,"Mr. A S Falmari
Assistant Professor 
Department of Humanities and Basic Sciences 
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iw6STyfdT6-HDgNL-KoXygW,Engineering Mathematics I
OzztIbc4S2w,Difference between Control Systems,"Ms. Milka J. Jagale
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iy7jzqPYZApyRNgf2IY413y,Automatic Control Engineering
KrBBB5exyqA,Introduction to Automatic Control Systems.,"Ms. Milka J. Jagale
Assistant Professor
Mechanical Engineering Deptartment
Walchand Institue of Technology, Solapur",PLM-jfaoaU5iy7jzqPYZApyRNgf2IY413y,Automatic Control Engineering
jpRP95_adLM,Introduction to P-I-D Controllers,"Ms. Milka.J.Jagale
Assistant Professor,
Mechanical Engineering Deptartment
Walchand Institute of Technology Solapur.",PLM-jfaoaU5iy7jzqPYZApyRNgf2IY413y,Automatic Control Engineering
JmxGSkURsyM,Introduction  to Control Systems,"Miss Milka James Jagale 
Assistant Professor
Mechanical Engineering Department.
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iy7jzqPYZApyRNgf2IY413y,Automatic Control Engineering
